"identifier"	"AA"	"AN"	"AT"	"IM"	"Noam"	"NT"	"OC"	"PA"
"353"	"Amphiasma divaricatum (Engl.) Bremek."	0	0	5	0	0	0	0	0
"354"	"Amphiasma gracilicaule Verdc."	0	0	3	0	0	0	0	0
"355"	"Amphiasma robijnsii Bremek."	0	0	26	0	0	0	0	0
"356"	"Amphidasya ambigua (Standl.) Standl."	0	0	0	0	0	181	0	0
"357"	"Amphidasya amethystina J.L.Clark & C.M.Taylor"	0	0	0	0	0	9	0	0
"358"	"Amphidasya brevidentata C.M.Taylor"	0	0	0	0	0	2	0	0
"359"	"Amphidasya bullata Standl."	0	0	0	0	0	3	0	0
"360"	"Amphidasya colombiana (Standl.) Steyerm."	0	0	0	0	0	30	0	0
"361"	"Amphidasya elegans C.M.Taylor"	0	0	0	0	0	3	0	0
"362"	"Amphidasya intermedia Steyerm."	0	0	0	0	0	12	0	0
"363"	"Amphidasya longicalycina (Dwyer) C.M.Taylor"	0	0	0	0	0	123	0	0
"364"	"Amphidasya panamensis C.M.Taylor"	0	0	0	0	0	5	0	0
"365"	"Amphidasya spathulata Dwyer"	0	0	0	0	0	6	0	0
"366"	"Amphidasya Standl."	0	0	0	0	0	36	0	0
"367"	"Amphidasya umbrosa (Wernham) Standl."	0	0	0	0	0	6	0	0
"368"	"Amphidasya venezuelensis (Standl.) Steyerm."	0	0	0	0	0	2	0	0
"369"	"Amphineurion marginatum (Roxb.) D.J.Middleton"	0	0	0	1	0	0	0	0
"370"	"Amsonia arenaria Standl."	0	0	0	0	2	0	0	0
"371"	"Amsonia brevifolia A. Gray"	0	0	0	0	5	0	0	0
"372"	"Amsonia ciliata Walter"	0	0	0	0	17	0	0	0
"373"	"Amsonia ciliata var. ciliata"	0	0	0	0	3	0	0	0
"374"	"Amsonia ciliata var. filifolia Alph. Wood"	0	0	0	0	9	0	0	0
"375"	"Amsonia ciliata var. tenuifolia (Raf.) Woodson"	0	0	0	0	1	0	0	0
"376"	"Amsonia ciliata var. texana (A. Gray) J.M. Coult."	0	0	0	0	1	0	0	0
"377"	"Amsonia filiformis A.Nelson"	0	0	0	0	1	0	0	0
"378"	"Amsonia fugatei S.P. McLaughlin"	0	0	0	0	14	0	0	0
"379"	"Amsonia grandiflora Alexander"	0	0	0	0	3	0	0	0
"380"	"Amsonia illustris Woodson"	0	0	0	0	12	0	0	0
"381"	"Amsonia jonesii Woodson"	0	0	4	0	10	0	0	0
"382"	"Amsonia longiflora Torr."	0	0	0	0	8	0	0	0
"383"	"Amsonia longiflora var. salpignantha (Woodson) S.P. McLaughlin"	0	0	0	0	1	0	0	0
"384"	"Amsonia longiflora var. salpignatha (Woodson) McLaughlin"	0	0	0	0	4	0	0	0
"385"	"Amsonia orientalis Decne."	0	0	0	0	0	0	0	1
"386"	"Amsonia palmeri A. Gray"	0	0	0	0	78	0	0	0
"387"	"Amsonia rigida Shuttlw. ex Small"	0	0	0	0	3	0	0	0
"388"	"Amsonia tabernaemontana Walter"	0	0	0	0	47	0	0	2
"389"	"Amsonia tabernaemontana var. salicifolia (Pursh) Woodson"	0	0	0	0	14	0	0	0
"390"	"Amsonia tabernaemontana var. tabernaemontana"	0	0	0	0	4	0	0	0
"391"	"Amsonia tharpii Woodson"	0	0	0	0	6	0	0	0
"392"	"Amsonia tomentosa Torr. & Fr?óm."	0	0	2	0	49	0	0	0
"393"	"Amsonia tomentosa var. stenophylla Kearney & Peebles"	0	0	0	0	4	0	0	1
"394"	"Amsonia tomentosa var. tomentosa Torr. & Fr?óm."	0	0	0	0	6	0	0	0
"395"	"Amsonia Walt."	0	0	0	0	0	2	0	0
"396"	"Anacampta Miers"	0	0	0	0	0	1	0	0
"397"	"Anacampta rupicola (Benth.) Markgr."	0	0	0	0	0	1	0	0
"398"	"Anadendron Wight"	0	0	0	1	0	0	0	0
"399"	"Anagallidium dichotoma Griseb."	0	0	0	0	0	0	0	1
"400"	"Anartia cerea (Wood.) L.Allorge"	0	0	0	0	0	1	0	0
"401"	"Anartia meyeri Miers"	0	0	0	0	0	32	0	0
"402"	"Anartia Miers"	0	0	0	0	0	1	0	0
"403"	"Anartia oblongifolia (A.DC.) Markgr."	0	0	0	0	0	1	0	0
"404"	"Anartia olivacea (M??ll.Arg.) Markgr."	0	0	0	0	0	10	0	0
"405"	"Ancylanthos bainesii Hiern"	0	0	1	0	0	0	0	0
"406"	"Ancylanthos Desf."	0	0	2	0	0	0	0	0
"407"	"Ancylanthos rogersii (Wernham) Robyns"	0	0	6	0	0	0	0	0
"408"	"Ancylanthos rubiginosus Desf."	0	0	5	0	0	0	0	0
"409"	"Ancylobothrys amoena Hua"	0	0	98	0	0	0	0	0
"410"	"Ancylobothrys petersiana Pierre"	0	0	89	0	0	0	0	0
"411"	"Ancylobothrys pyriformis Pierre"	0	0	37	0	0	0	0	0
"412"	"Ancylobothrys reticulata (Hallier f.) Pichon"	0	0	1	0	0	0	0	0
"413"	"Ancylobothrys robusta Pierre"	0	0	33	0	0	0	0	0
"414"	"Ancylobothrys scandens (Schumach.) Pichon"	0	0	74	0	0	0	0	0
"415"	"Ancylobothrys tayloris (Stapf) Pichon"	0	0	18	0	0	0	0	0
"416"	"Ancylobotrys capensis (Oliv.) Pichon"	0	0	4	0	0	0	0	0
"417"	"Ancylobotrys Pierre"	0	0	27	0	0	0	0	0
"418"	"Andersonia vaginata Willd. ex Schult."	26	0	0	0	0	0	0	0
"419"	"Anechites nerium (Aubl.) Urb."	0	0	0	1	0	22	0	0
"420"	"Angadenia berteroi (A. DC.) Miers"	0	0	0	0	8	3	0	0
"421"	"Angadenia sagraei Miers"	0	0	0	0	0	5	0	0
"422"	"Anisomeris brachypoda (Donn.Sm.) Standl."	0	0	0	0	0	1	0	0
"423"	"Anisomeris obtusa (Cham. & Schltdl.) K.Schum."	0	0	0	0	0	1	0	0
"424"	"Anisomeris preslii K.Schum."	0	0	0	0	0	1	0	0
"425"	"Anisopus N.E. Brown, 1895"	0	0	71	0	0	0	0	0
"426"	"Anisotoma Fenzl, 1844"	0	0	7	0	0	0	0	192
"427"	"Anodendron A.DC."	0	0	0	6	0	0	0	0
"428"	"Anodendron affine Druce"	0	0	0	66	0	0	0	10
"429"	"Anodendron benthamiana Hemsl., 1889"	0	0	0	94	0	0	0	0
"430"	"Anodendron coriaceum Miq."	0	0	0	2	0	0	0	0
"431"	"Anodendron laeve Maxim. ex Franch. & Sav."	0	0	0	10	0	0	0	0
"432"	"Anodendron oblongifolium Hemsl."	4	0	0	0	0	0	0	0
"433"	"Anodendron paniculatum A.DC."	4	0	0	1	0	0	0	0
"434"	"Anodendron salicifolium Tsiang & P.T.Li"	0	0	0	1	0	0	0	0
"435"	"Anodendron seramense D.J.Middleton"	2	0	0	0	0	0	0	0
"436"	"Anodendron whitmorei D.J.Middleton"	1	0	0	0	0	0	0	0
"437"	"Anomanthodia Hook.f."	0	0	0	2	0	0	0	0
"438"	"Anomanthodia lancifolia (K.M.Wong) Tirveng."	0	0	0	1	0	0	0	0
"439"	"Anotis DC."	0	0	0	1	0	0	0	0
"440"	"Anotis hirsuta (L.f.) Miq. ex Backer & Slooten"	0	0	0	1	0	0	0	0
"441"	"Anotis thwaitesiana (Hance) Maxim."	0	0	0	1	0	0	0	0
"442"	"Antherostele callophylla Bremek."	0	0	0	1	0	0	0	0
"443"	"Anthocephalus A. Rich."	6	0	0	0	0	0	0	0
"444"	"Anthocephalus cadamba (Roxb.) Miq."	3	0	0	1	0	0	0	0
"445"	"Anthocephalus chinensis Walp."	2	0	0	11	0	0	0	0
"446"	"Anthocephalus macrophyllus (Kuntze) Havil."	2	0	0	0	0	0	0	0
"447"	"Anthocleista Afzel. ex R.Br."	0	0	176	0	0	0	0	0
"448"	"Anthocleista amplexicaulis Baker"	0	0	51	0	0	0	0	0
"449"	"Anthocleista djalonensis A.Chev."	0	0	46	0	0	0	0	0
"450"	"Anthocleista grandiflora Gilg"	0	0	68	0	0	0	0	0
"451"	"Anthocleista laxiflora Baker"	0	0	8	0	0	0	0	0
"452"	"Anthocleista liebrechtsiana De Wild. & T.Durand"	0	0	33	0	0	0	0	0
"453"	"Anthocleista longifolia (Lamark) Boiteau"	0	0	67	0	0	0	0	0
"454"	"Anthocleista madagascariensis Baker"	0	0	139	0	0	0	0	0
"455"	"Anthocleista micrantha Gilg & Mildbr. ex Hutch. & Dalziel"	0	0	1	0	0	0	0	0
"456"	"Anthocleista microphylla Wernham"	0	0	10	0	0	0	0	0
"457"	"Anthocleista nobilis G.Don"	0	0	117	0	0	0	0	0
"458"	"Anthocleista procera Lepr. ex Bureau"	0	0	15	0	0	0	0	0
"459"	"Anthocleista scandens Hook.f."	0	0	17	0	0	0	0	0
"460"	"Anthocleista schweinfurthii Gilg"	0	0	150	0	0	0	0	0
"461"	"Anthocleista vogelii Planch."	0	0	171	0	0	0	0	0
"462"	"Anthocleista zambesiaca Baker"	0	0	1	0	0	0	0	0
"463"	"Anthocleista zenkeri Gilg"	0	0	2	0	0	0	0	0
"464"	"Anthoclitandra (Pierre) Pichon"	0	0	3	0	0	0	0	0
"465"	"Anthoclitandra nitida (Stapf) Pichon"	0	0	1	0	0	0	0	0
"466"	"Anthoclitandra robustior (K.Schum.) Pichon"	0	0	6	0	0	0	0	0
"467"	"Anthorrhiza bracteosa C.R.Huxley & Jebb"	3	0	0	0	0	0	0	0
"468"	"Anthorrhiza chrysacantha C.R.Huxley & Jebb"	4	0	0	0	0	0	0	0
"469"	"Anthorrhiza stevensii C.R.Huxley & Jebb"	5	0	0	0	0	0	0	0
"470"	"Anthospermopsis catechosperma (K.Schum.) J.H.Kirkbr."	0	0	0	0	0	2	0	0
"471"	"Anthospermum aethiopicum L."	0	0	126	0	0	0	0	0
"472"	"Anthospermum asperuloides Hook.f."	0	0	1	0	0	0	0	0
"473"	"Anthospermum basuticum Puff"	0	0	1	0	0	0	0	0
"474"	"Anthospermum bergianum Cruse"	0	0	2	0	0	0	0	0
"475"	"Anthospermum bicorne Puff"	0	0	2	0	0	0	0	0
"476"	"Anthospermum cameroonense Hutch. & Dalziel"	0	0	11	0	0	0	0	0
"477"	"Anthospermum ciliare L."	0	0	1	0	0	0	0	0
"478"	"Anthospermum cliffortioides K.Schum."	0	0	1	0	0	0	0	0
"479"	"Anthospermum emirnense Baker"	0	0	13	0	0	0	0	0
"480"	"Anthospermum galioides Rchb. ex Spreng."	0	0	3	0	0	0	0	0
"481"	"Anthospermum galpinii Schltr."	0	0	4	0	0	0	0	0
"482"	"Anthospermum herbaceum L.f."	0	0	80	0	0	0	0	0
"483"	"Anthospermum hispidulum E.Mey. ex Sond."	0	0	4	0	0	0	0	0
"484"	"Anthospermum ibityense Puff"	0	0	4	0	0	0	0	0
"485"	"Anthospermum isaloense Homolle ex Puff"	0	0	1	0	0	0	0	0
"486"	"Anthospermum L."	0	0	20	0	0	0	0	0
"487"	"Anthospermum lichtensteinii Cruse"	0	0	3	0	0	0	0	0
"488"	"Anthospermum littoreum L.Bolus"	0	0	1	0	0	0	0	0
"489"	"Anthospermum longisepalum Homolle ex Puff"	0	0	1	0	0	0	0	0
"490"	"Anthospermum madagascariense Homolle ex Puff"	0	0	4	0	0	0	0	0
"491"	"Anthospermum monticola Puff"	0	0	1	0	0	0	0	0
"492"	"Anthospermum muriculatum Hochst. ex A.Rich."	0	0	2	0	0	0	0	0
"493"	"Anthospermum paniculatum Cruse"	0	0	1	0	0	0	0	0
"494"	"Anthospermum rigidum subsp. pumilum"	0	0	66	0	0	0	0	0
"495"	"Anthospermum rigidum subsp. rigidum"	0	0	130	0	0	0	0	0
"496"	"Anthospermum rosmarinus K.Schum."	0	0	2	0	0	0	0	0
"497"	"Anthospermum spathulatum Spreng."	0	0	1	0	0	0	0	0
"498"	"Anthospermum spathulatum subsp. ecklonianum"	0	0	1	0	0	0	0	0
"499"	"Anthospermum streyi Puff"	0	0	4	0	0	0	0	0
"500"	"Anthospermum ternatum Hiern"	0	0	2	0	0	0	0	0
"501"	"Anthospermum ternatum subsp. randii"	0	0	3	0	0	0	0	0
"502"	"Anthospermum ternatum subsp. ternatum"	0	0	4	0	0	0	0	0
"503"	"Anthospermum thymoides subsp. thymoides"	0	0	1	0	0	0	0	0
"504"	"Anthospermum tricostatum Sond."	0	0	1	0	0	0	0	0
"505"	"Anthospermum usambarense K.Schum."	0	0	94	0	0	0	0	0
"506"	"Anthospermum welwitschii Hiern"	0	0	7	0	0	0	0	0
"507"	"Anthospermum whyteanum Hiern"	0	0	1	0	0	0	0	0
"508"	"Antirhea chinensis (Champ. ex Benth.) Benth. & Hook.f. ex F.B.Forbes"	0	0	0	1	0	0	0	0
"509"	"Antirhea Comm. ex Juss."	3	0	0	0	0	0	0	0
"510"	"Antirhea heteroneura Urb. & Ekman"	0	0	0	0	0	1	0	0
"511"	"Antirhea lucida (Sw.) Benth. & Hook.f."	0	0	0	0	0	7	0	0
"512"	"Antirhea madagascariensis Chaw"	0	0	2	0	0	0	0	0
"513"	"Antirhea megacarpa Merr. & L.M.Perry"	6	0	0	0	0	0	0	0
"514"	"Antirhea montecristina Urb."	0	0	0	0	0	1	0	0
"515"	"Antirhea multiflora (M.E.Jansen) Chaw"	3	0	0	0	0	0	0	0
"516"	"Antirhea myrtifolia (Griseb.) Urb."	0	0	0	0	0	2	0	0
"517"	"Antirhea myrtoides (F.Muell.) F.M.Bailey"	1	0	0	0	0	0	0	0
"518"	"Antirhea novobritanniensis (M.E.Jansen) Chaw"	1	0	0	0	0	0	0	0
"519"	"Antirhea obtusifolia Urb."	0	0	0	0	0	1	0	0
"520"	"Antirhea oligantha Urb."	0	0	0	0	0	2	0	0
"521"	"Antirhea ovatifolia (M.E.Jansen) Chaw"	6	0	0	0	0	0	0	0
"522"	"Antirhea putaminosa (F.Muell.) F.Muell."	14	0	0	0	0	0	0	0
"523"	"Antirhea tenuiflora F.Muell. ex Benth."	21	0	0	0	0	0	0	0
"524"	"Antirrhoea Comm."	0	0	0	2	0	0	0	0
"525"	"Antitoxicum funebre (Boiss. & Kotschy) Pobed."	0	0	0	0	0	0	0	1
"526"	"Antonia ovata Pohl"	0	0	0	0	0	96	0	0
"527"	"Antonia Pohl, 1828"	0	0	0	0	0	3	0	0
"528"	"Aoranthe annulata (K.Schum.) Somers"	0	0	32	0	0	0	0	0
"529"	"Aoranthe C.Somers"	0	0	8	0	0	0	0	0
"530"	"Aoranthe castaneofulva (S.Moore) Somers"	0	0	44	0	0	0	0	0
"531"	"Aoranthe cladantha (K.Schum.) Somers"	0	0	169	0	0	0	0	0
"532"	"Aoranthe nalaensis (De Wild.) Somers"	0	0	18	0	0	0	0	0
"533"	"Aphanocarpus steyermarkii f. elongatus"	0	0	0	0	0	2	0	0
"534"	"Aphanostylis leptantha Pierre"	0	0	13	0	0	0	0	0
"535"	"Apocynaceae Adans."	26	0	659	52	1	384	0	5
"536"	"Apocynophyllum Unger, 1850"	0	0	0	0	12	0	0	0
"537"	"Apocynum andrewsii Greene"	0	0	0	0	1	0	0	0
"538"	"Apocynum androsaemifolium L."	0	0	7	0	903	0	0	0
"539"	"Apocynum androsaemifolium var. glabrum Macoun"	0	0	0	0	2	0	0	0
"540"	"Apocynum androsaemifolium var. griseum (Greene) B?óg. & Beloserky"	0	0	0	0	3	0	0	0
"541"	"Apocynum androsaemifolium var. incanum A. DC."	0	0	0	0	27	0	0	0
"542"	"Apocynum androsaemifolium var. woodsonii B. Boivin"	0	0	0	0	3	0	0	0
"543"	"Apocynum cannabinum f. pubescens (R.Br.) Voss"	0	0	0	0	1	0	0	0
"544"	"Apocynum cannabinum L."	0	0	5	0	469	0	0	1
"545"	"Apocynum cannabinum var. glaberrimum A. DC."	0	0	0	0	51	0	0	0
"546"	"Apocynum cannabinum var. hypericifolium (Aiton) A. Gray"	0	0	0	0	172	0	0	0
"547"	"Apocynum cannabinum var. nemorale (G.S. Mill.) Fernald"	0	0	0	0	2	0	0	0
"548"	"Apocynum cannabinum var. suksdorfii (Greene) B?óg. & Beloserky"	0	0	0	0	3	0	0	0
"549"	"Apocynum floribundum Greene (pro. sp.)"	0	0	0	0	76	0	0	0
"550"	"Apocynum L."	0	0	0	0	20	0	0	0
"551"	"Apocynum medium Greene"	0	0	0	0	51	0	0	0
"552"	"Apocynum medium var. floribundum (Greene) Woodson"	0	0	0	0	5	0	0	0
"553"	"Apocynum medium var. lividum (Greene) Woodson"	0	0	0	0	4	0	0	0
"554"	"Apocynum pictum Schrenk"	0	0	0	0	0	0	0	3
"555"	"Apocynum pumilum (A. Gray) Greene"	0	0	0	0	18	0	0	0
"556"	"Apocynum pumilum var. rhomboideum (Greene) B?óg. & Beloserky"	0	0	0	0	3	0	0	0
"557"	"Apocynum sibericum"	0	0	0	0	1	0	0	0
"558"	"Apocynum sibiricum Jacq."	0	0	0	0	20	0	0	0
"559"	"Apocynum sibiricum var. salignum (Greene) Fernald"	0	0	0	0	13	0	0	0
"560"	"Apocynum suksdorfii Greene"	0	0	0	0	1	0	0	0
"561"	"Apocynum suksdorfii var. angustifolium (Wooton) Woodson"	0	0	0	0	1	0	0	0
"562"	"Apocynum venetum L."	0	0	0	0	0	0	0	33
"563"	"Appunia brachycalyx (Bremek.) Steyerm."	0	0	0	0	0	1	0	0
"564"	"Appunia guatemalensis Donn.Sm."	0	0	0	0	0	3	0	0
"565"	"Appunia Hook.f."	0	0	0	0	0	2	0	0
"566"	"Arachnothryx aspera (Standl.) Borhidi"	0	0	0	0	0	39	0	0
"567"	"Arachnothryx bertieroides (Standl.) Borhidi"	0	0	0	0	0	31	0	0
"568"	"Arachnothryx brenesii (Standl.) Borhidi"	0	0	0	0	0	14	0	0
"569"	"Arachnothryx buddleioides (Benth.) Planch."	0	0	0	0	0	222	0	0
"570"	"Arachnothryx calycophylla Steyerm."	0	0	0	0	0	1	0	0
"571"	"Arachnothryx calycosa (Donn.Sm.) Borhidi"	0	0	0	0	0	33	0	0
"572"	"Arachnothryx chaconii (Lorence) Borhidi"	0	0	0	0	0	7	0	0
"573"	"Arachnothryx chiapensis (Brandegee) Borhidi"	0	0	0	0	0	1	0	0
"574"	"Arachnothryx colombiana (Rusby) Steyerm."	0	0	0	0	0	17	0	0
"575"	"Arachnothryx costaricensis (Standl.) Borhidi"	0	0	0	0	0	36	0	0
"576"	"Arachnothryx deamii (Donn.Sm.) Borhidi"	0	0	0	0	0	2	0	0
"577"	"Arachnothryx discolor (Kunth) Planch."	0	0	0	0	0	3	0	0
"578"	"Arachnothryx galeottii (Standl.) Borhidi"	0	0	0	0	0	1	0	0
"579"	"Arachnothryx glabrata (Standl.) Steyerm."	0	0	0	0	0	1	0	0
"580"	"Arachnothryx gracilis (Hemsl.) Borhidi"	0	0	0	0	0	1	0	0
"581"	"Arachnothryx izabalensis (Standl. & Steyerm.) Borhidi"	0	0	0	0	0	1	0	0
"582"	"Arachnothryx laniflora (Benth.) Planch."	0	0	0	0	0	4	0	0
"583"	"Arachnothryx linguiformis (Hemsl.) Borhidi"	0	0	0	0	0	2	0	0
"584"	"Arachnothryx monteverdensis (Lorence) Borhidi"	0	0	0	0	0	78	0	0
"585"	"Arachnothryx nitida (Hemsl.) Borhidi"	0	0	0	0	0	1	0	0
"586"	"Arachnothryx perezii (Standl. ex Steyerm.) Steyerm."	0	0	0	0	0	1	0	0
"587"	"Arachnothryx Planch."	0	0	0	0	0	1	0	0
"588"	"Arachnothryx povedae (Lorence) Borhidi"	0	0	0	0	0	7	0	0
"589"	"Arachnothryx pyramidalis (Lundell) Borhidi"	0	0	0	0	0	2	0	0
"590"	"Arachnothryx reflexa (Benth.) Planch."	0	0	0	0	0	6	0	0
"591"	"Arachnothryx rufescens (B.L.Rob.) Borhidi"	0	0	0	0	0	2	0	0
"592"	"Arachnothryx rugulosa var. tachirensis"	0	0	0	0	0	1	0	0
"593"	"Arachnothryx secundiflora (B.L.Rob.) Borhidi"	0	0	0	0	0	1	0	0
"594"	"Arachnothryx septicidalis (B.L.Rob.) Borhidi"	0	0	0	0	0	1	0	0
"595"	"Arachnothryx silvicola (L.O.Williams) Borhidi"	0	0	0	0	0	1	0	0
"596"	"Arachnothryx stachyoidea (Donn.Sm.) Borhidi"	0	0	0	0	0	3	0	0
"597"	"Arachnothryx tacanensis (Lundell) Borhidi"	0	0	0	0	0	1	0	0
"598"	"Arachnothryx tayloriae (Lorence) Borhidi"	0	0	0	0	0	13	0	0
"599"	"Arachnothryx torresii (Standl.) Borhidi"	0	0	0	0	0	51	0	0
"600"	"Arachnothryx urophylla (Standl. & L.O.Williams) Borhidi"	0	0	0	0	0	1	0	0
"601"	"Araujia angustifolia Steud."	0	0	0	0	0	5	0	0
"602"	"Araujia Brot."	0	0	0	0	0	41	0	0
"603"	"Araujia hortorum E.Fourn."	4	0	0	0	0	3	0	0
"604"	"Araujia megapotamica G.Don"	0	0	0	0	0	1	0	0
"605"	"Araujia plumosa Schltr."	0	0	0	0	0	5	0	0
"606"	"Araujia sericifera Brot."	48	0	36	0	34	6	0	18
"607"	"Arbulocarpus sphaerostigma (A.Rich.) Tennant"	0	0	10	0	0	0	0	0
"608"	"Arbulocarpus Tennant"	0	0	7	0	0	0	0	0
"609"	"Arcytophyllum aristatum Standl."	0	0	0	0	0	12	0	0
"610"	"Arcytophyllum bryoides (Roem. & Schult.) Diels"	0	0	0	0	0	2	0	0
"611"	"Arcytophyllum capitatum (Benth.) K.Schum."	0	0	0	0	0	14	0	0
"612"	"Arcytophyllum ciliolatum Standl."	0	0	0	0	0	1	0	0
"613"	"Arcytophyllum filiforme (Ruiz & Pav.) Standl."	0	0	0	0	0	26	0	0
"614"	"Arcytophyllum lavarum K.Schum."	0	0	0	0	0	137	0	0
"615"	"Arcytophyllum muticum (Wedd.) Standl."	0	0	0	0	0	120	0	0
"616"	"Arcytophyllum nitidum (Kunth) Schltdl."	0	0	0	0	0	179	0	0
"617"	"Arcytophyllum nitidum subsp. caracasanum"	0	0	0	0	0	1	0	0
"618"	"Arcytophyllum rivetii Danguy & Cherm."	0	0	0	0	0	7	0	0
"619"	"Arcytophyllum Roem. & Schult."	0	0	0	0	0	60	0	0
"620"	"Arcytophyllum serpyllaceum (Schltdl.) Terrell"	0	0	0	0	0	1	0	0
"621"	"Arcytophyllum setosum (Ruiz & Pav.) Schltdl."	0	0	0	0	0	36	0	0
"622"	"Arcytophyllum thymifolium (Ruiz & Pav.) Standl."	0	0	0	0	0	60	0	0
"623"	"Arcytophyllum ulei K.Krause"	0	0	0	0	0	1	0	0
"624"	"Arcytophyllum vernicosum Standl."	0	0	0	0	0	9	0	0
"625"	"Argocoffea (Pierre ex De Wild.) Lebrun"	0	0	1	0	0	0	0	0
"626"	"Argocoffeopsis afzelii (Hiern) Robbr."	0	0	74	0	0	0	0	0
"627"	"Argocoffeopsis eketensis (Wernham) Robbr."	0	0	114	0	0	0	0	0
"628"	"Argocoffeopsis fosimondi Tchiengu?ó & Cheek"	0	0	4	0	0	0	0	0
"629"	"Argocoffeopsis jasminoides (Hutch. & Dalziel) Robbr."	0	0	1	0	0	0	0	0
"630"	"Argocoffeopsis kivuensis Robbr."	0	0	4	0	0	0	0	0
"631"	"Argocoffeopsis Lebrun"	0	0	24	0	0	0	0	0
"632"	"Argocoffeopsis lemblinii (A.Chev.) Robbr."	0	0	1	0	0	0	0	0
"633"	"Argocoffeopsis pulchella (K.Schum.) Robbr."	0	0	4	0	0	0	0	0
"634"	"Argocoffeopsis rupestris (Hiern) Robbr."	0	0	3	0	0	0	0	0
"635"	"Argocoffeopsis rupestris subsp. rupestris"	0	0	22	0	0	0	0	0
"636"	"Argocoffeopsis rupestris subsp. thonneri"	0	0	52	0	0	0	0	0
"637"	"Argocoffeopsis scandens (K.Schum.) Lebrun"	0	0	80	0	0	0	0	0
"638"	"Argocoffeopsis subcordata (Hiern) Lebrun"	0	0	60	0	0	0	0	0
"639"	"Argostemma africanum K.Schum."	0	0	22	0	0	0	0	0
"640"	"Argostemma albociliatum Ridl."	0	0	0	2	0	0	0	0
"641"	"Argostemma apiculatum B.Bremer"	0	0	0	6	0	0	0	0
"642"	"Argostemma borragineum Blume ex DC."	0	0	0	3	0	0	0	0
"643"	"Argostemma burttii B.Bremer"	0	0	0	1	0	0	0	0
"644"	"Argostemma condensum Craib"	0	0	0	2	0	0	0	0
"645"	"Argostemma distichum subsp. distichum"	1	0	0	0	0	0	0	0
"646"	"Argostemma diversifolium Ridl."	0	0	0	8	0	0	0	0
"647"	"Argostemma elatostemma Hook.f."	0	0	0	1	0	0	0	0
"648"	"Argostemma geesinkii B.Bremer"	0	0	0	1	0	0	0	0
"649"	"Argostemma hameliifolium Wernham"	0	0	0	2	0	0	0	0
"650"	"Argostemma havilandii Ridl."	0	0	0	1	0	0	0	0
"651"	"Argostemma laeve Benn."	0	0	0	2	0	0	0	0
"652"	"Argostemma laxum Geddes"	0	0	0	2	0	0	0	0
"653"	"Argostemma lobbii Hook.f."	0	0	0	2	0	0	0	0
"654"	"Argostemma lobulatum Craib"	0	0	0	1	0	0	0	0
"655"	"Argostemma lobulatum var. variabile"	0	0	0	1	0	0	0	0
"656"	"Argostemma monophyllum Ridl."	0	0	0	2	0	0	0	0
"657"	"Argostemma moultonii Ridl."	0	0	0	3	0	0	0	0
"658"	"Argostemma neurocalyx Miq."	0	0	0	14	0	0	0	0
"659"	"Argostemma neurosepalum Bakh.f."	0	0	0	4	0	0	0	0
"660"	"Argostemma ophirense Maingay ex Hook.f."	0	0	0	1	0	0	0	0
"661"	"Argostemma parvifolium Benn."	0	0	0	1	0	0	0	0
"662"	"Argostemma pictum Wall."	0	0	0	5	0	0	0	0
"663"	"Argostemma plumbeum Craib"	0	0	0	1	0	0	0	0
"664"	"Argostemma propinquum Ridl."	0	0	0	2	0	0	0	0
"665"	"Argostemma psychotrioides Ridl."	0	0	0	1	0	0	0	0
"666"	"Argostemma pumilum Benn."	0	0	12	0	0	0	0	0
"667"	"Argostemma rotundicalyx Sridith"	0	0	0	2	0	0	0	0
"668"	"Argostemma solaniflorum Elmer"	0	0	0	26	0	0	0	0
"669"	"Argostemma spinulosum C.B.Clarke ex Hook.f."	0	0	0	2	0	0	0	0
"670"	"Argostemma subfalcifolium Bakh.f."	0	0	0	1	0	0	0	0
"671"	"Argostemma tavoyanum Wall. ex Benn."	0	0	0	2	0	0	0	0
"672"	"Argostemma unifolioloides King"	0	0	0	1	0	0	0	0
"673"	"Argostemma unifolioloides var. glabra"	0	0	0	1	0	0	0	0
"674"	"Argostemma Wall."	9	0	1	48	0	0	0	0
"675"	"Argostemma verticillatum Wall."	0	0	0	0	0	0	0	2
"676"	"Aripuana Struwe, Maas & V.A.Albert"	0	0	0	0	0	2	0	0
"677"	"Artia balansae (Baill.) Pichon in Guillaumin"	1	0	0	0	0	0	0	0
"678"	"Artia coriacea Guillaumin"	3	0	0	0	0	0	0	0
"679"	"Asclepiadaceae"	18	0	553	47	0	422	0	6
"680"	"Asclepiadites laterita"	0	0	0	0	24	0	0	0
"681"	"Asclepias adscendens Schltr."	0	0	2	0	0	0	0	0
"682"	"Asclepias affinis De Wild."	0	0	2	0	0	0	0	0
"683"	"Asclepias albens Schltr."	0	0	16	0	0	0	0	0
"684"	"Asclepias albicans S. Watson"	0	0	0	0	101	0	0	0
"685"	"Asclepias ameliae S.Moore"	0	0	1	0	0	0	0	0
"686"	"Asclepias amplexicaulis Sm."	0	0	0	0	45	0	0	0
"687"	"Asclepias angustifolia Schweigg."	0	0	0	0	37	9	0	0
"688"	"Asclepias anisophylla Conrath & Schltr."	0	0	1	0	0	0	0	0
"689"	"Asclepias arenaria Torr."	0	0	2	0	10	0	0	0
"690"	"Asclepias asperula (Decne.) Woodson"	0	0	13	0	169	0	0	0
